# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2026-08-25 07:34:28 -04:00	(natwebsdas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11460400 LAGUNITAS C A SAMUEL P TAYLOR STATE PARK CA
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
# IV_TS_ID - An internal number representing the Instantaneous Value time series from which the daily statistic is calculated.
#
# Data provided for site 11460400
#    TS_ID       Parameter    Statistic  IV_TS_ID       Description
#    11314       00060        00003      16286          Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#
agency_cd	site_no	datetime	11314_00060_00003	11314_00060_00003_cd
USGS	11460400	2000-03-11	230	A
USGS	11460400	2000-03-12	178	A
USGS	11460400	2000-03-13	138	A
USGS	11460400	2000-03-14	109	A
USGS	11460400	2000-03-15	90.0	A
USGS	11460400	2000-03-16	73.0	A
USGS	11460400	2000-03-17	59.0	A
USGS	11460400	2000-03-18	50.0	A
USGS	11460400	2000-03-19	43.0	A
USGS	11460400	2000-03-20	37.0	A
USGS	11460400	2000-03-21	32.0	A
USGS	11460400	2000-03-22	27.0	A
USGS	11460400	2000-03-23	24.0	A
USGS	11460400	2000-03-24	22.0	A
USGS	11460400	2000-03-25	20.0	A
USGS	11460400	2000-03-26	20.0	A
USGS	11460400	2000-03-27	21.0	A
USGS	11460400	2000-03-28	22.0	A
USGS	11460400	2000-03-29	21.0	A
USGS	11460400	2000-03-30	20.0	A
USGS	11460400	2000-03-31	20.0	A
USGS	11460400	2000-04-01	19.0	A
USGS	11460400	2000-04-02	19.0	A
USGS	11460400	2000-04-03	18.0	A
USGS	11460400	2000-04-04	18.0	A
USGS	11460400	2000-04-05	18.0	A
USGS	11460400	2000-04-06	17.0	A
USGS	11460400	2000-04-07	16.0	A:e
USGS	11460400	2000-04-08	16.0	A:e
USGS	11460400	2000-04-09	16.0	A:e
USGS	11460400	2000-04-10	15.0	A:e
USGS	11460400	2000-04-11	15.0	A:e
USGS	11460400	2000-04-12	15.0	A:e
USGS	11460400	2000-04-13	27.0	A:e
USGS	11460400	2000-04-14	20.0	A
USGS	11460400	2000-04-15	15.0	A
USGS	11460400	2000-04-16	39.0	A
USGS	11460400	2000-04-17	154	A
USGS	11460400	2000-04-18	47.0	A
USGS	11460400	2000-04-19	28.0	A
USGS	11460400	2000-04-20	21.0	A
USGS	11460400	2000-04-21	18.0	A
USGS	11460400	2000-04-22	17.0	A
USGS	11460400	2000-04-23	16.0	A
USGS	11460400	2000-04-24	16.0	A:e
USGS	11460400	2000-04-25	16.0	A:e
USGS	11460400	2000-04-26	15.0	A:e
USGS	11460400	2000-04-27	15.0	A:e
USGS	11460400	2000-04-28	15.0	A:e
USGS	11460400	2000-04-29	14.0	A:e
USGS	11460400	2000-04-30	14.0	A:e
USGS	11460400	2000-05-01	14.0	A:e
USGS	11460400	2000-05-02	14.0	A:e
USGS	11460400	2000-05-03	13.0	A:e
USGS	11460400	2000-05-04	13.0	A
USGS	11460400	2000-05-05	13.0	A
USGS	11460400	2000-05-06	13.0	A
USGS	11460400	2000-05-07	15.0	A
USGS	11460400	2000-05-08	16.0	A
USGS	11460400	2000-05-09	14.0	A
USGS	11460400	2000-05-10	13.0	A
USGS	11460400	2000-05-11	13.0	A
USGS	11460400	2000-05-12	13.0	A
USGS	11460400	2000-05-13	13.0	A
USGS	11460400	2000-05-14	25.0	A
USGS	11460400	2000-05-15	30.0	A
USGS	11460400	2000-05-16	21.0	A
USGS	11460400	2000-05-17	18.0	A
USGS	11460400	2000-05-18	16.0	A
USGS	11460400	2000-05-19	15.0	A
USGS	11460400	2000-05-20	14.0	A
USGS	11460400	2000-05-21	14.0	A
USGS	11460400	2000-05-22	13.0	A
USGS	11460400	2000-05-23	13.0	A
USGS	11460400	2000-05-24	13.0	A
USGS	11460400	2000-05-25	12.0	A
USGS	11460400	2000-05-26	12.0	A
USGS	11460400	2000-05-27	13.0	A
USGS	11460400	2000-05-28	13.0	A
USGS	11460400	2000-05-29	12.0	A
USGS	11460400	2000-05-30	12.0	A
USGS	11460400	2000-05-31	12.0	A
USGS	11460400	2000-06-01	12.0	A
USGS	11460400	2000-06-02	12.0	A
USGS	11460400	2000-06-03	13.0	A
USGS	11460400	2000-06-04	13.0	A
USGS	11460400	2000-06-05	13.0	A
USGS	11460400	2000-06-06	13.0	A
USGS	11460400	2000-06-07	13.0	A
USGS	11460400	2000-06-08	13.0	A
USGS	11460400	2000-06-09	13.0	A
USGS	11460400	2000-06-10	12.0	A
USGS	11460400	2000-06-11	12.0	A
USGS	11460400	2000-06-12	12.0	A
USGS	11460400	2000-06-13	12.0	A
USGS	11460400	2000-06-14	12.0	A
USGS	11460400	2000-06-15	12.0	A
USGS	11460400	2000-06-16	11.0	A
USGS	11460400	2000-06-17	10.0	A
USGS	11460400	2000-06-18	10.0	A
USGS	11460400	2000-06-19	9.60	A
USGS	11460400	2000-06-20	8.60	A
USGS	11460400	2000-06-21	8.20	A
USGS	11460400	2000-06-22	8.20	A
USGS	11460400	2000-06-23	8.20	A
USGS	11460400	2000-06-24	8.20	A
USGS	11460400	2000-06-25	8.10	A
USGS	11460400	2000-06-26	8.10	A
USGS	11460400	2000-06-27	8.00	A
USGS	11460400	2000-06-28	8.00	A
USGS	11460400	2000-06-29	8.00	A
USGS	11460400	2000-06-30	8.30	A
USGS	11460400	2000-07-01	8.70	A
USGS	11460400	2000-07-02	8.70	A
USGS	11460400	2000-07-03	8.70	A
USGS	11460400	2000-07-04	8.80	A
USGS	11460400	2000-07-05	8.70	A
USGS	11460400	2000-07-06	8.80	A
USGS	11460400	2000-07-07	8.80	A
USGS	11460400	2000-07-08	8.80	A
USGS	11460400	2000-07-09	8.80	A
USGS	11460400	2000-07-10	8.80	A
USGS	11460400	2000-07-11	8.70	A
USGS	11460400	2000-07-12	8.80	A
USGS	11460400	2000-07-13	8.70	A
USGS	11460400	2000-07-14	8.60	A
USGS	11460400	2000-07-15	8.60	A
USGS	11460400	2000-07-16	8.60	A
USGS	11460400	2000-07-17	8.50	A
USGS	11460400	2000-07-18	8.50	A
USGS	11460400	2000-07-19	8.40	A
USGS	11460400	2000-07-20	8.40	A
USGS	11460400	2000-07-21	8.30	A
USGS	11460400	2000-07-22	8.30	A
USGS	11460400	2000-07-23	8.20	A
USGS	11460400	2000-07-24	8.10	A
USGS	11460400	2000-07-25	8.10	A
USGS	11460400	2000-07-26	8.10	A
USGS	11460400	2000-07-27	8.00	A
USGS	11460400	2000-07-28	8.00	A
USGS	11460400	2000-07-29	8.00	A
USGS	11460400	2000-07-30	8.00	A
USGS	11460400	2000-07-31	8.00	A
USGS	11460400	2000-08-01	7.90	A
USGS	11460400	2000-08-02	8.00	A
USGS	11460400	2000-08-03	8.30	A
USGS	11460400	2000-08-04	8.20	A
USGS	11460400	2000-08-05	7.90	A
USGS	11460400	2000-08-06	7.70	A
USGS	11460400	2000-08-07	7.70	A
USGS	11460400	2000-08-08	7.80	A
USGS	11460400	2000-08-09	7.80	A
USGS	11460400	2000-08-10	7.70	A
USGS	11460400	2000-08-11	7.70	A
USGS	11460400	2000-08-12	7.70	A
USGS	11460400	2000-08-13	7.70	A
USGS	11460400	2000-08-14	7.60	A
USGS	11460400	2000-08-15	7.60	A
USGS	11460400	2000-08-16	7.60	A
USGS	11460400	2000-08-17	7.80	A
USGS	11460400	2000-08-18	7.80	A
USGS	11460400	2000-08-19	7.90	A
USGS	11460400	2000-08-20	7.90	A
USGS	11460400	2000-08-21	7.90	A
USGS	11460400	2000-08-22	7.80	A
USGS	11460400	2000-08-23	7.80	A
USGS	11460400	2000-08-24	7.80	A
USGS	11460400	2000-08-25	7.80	A
USGS	11460400	2000-08-26	7.80	A
USGS	11460400	2000-08-27	7.80	A
USGS	11460400	2000-08-28	7.90	A
USGS	11460400	2000-08-29	7.90	A
USGS	11460400	2000-08-30	8.00	A
USGS	11460400	2000-08-31	8.00	A
USGS	11460400	2000-09-01	8.00	A
USGS	11460400	2000-09-02	8.00	A
USGS	11460400	2000-09-03	8.00	A
USGS	11460400	2000-09-04	8.00	A
USGS	11460400	2000-09-05	8.00	A
USGS	11460400	2000-09-06	7.90	A
USGS	11460400	2000-09-07	7.70	A
USGS	11460400	2000-09-08	7.70	A
USGS	11460400	2000-09-09	7.80	A
USGS	11460400	2000-09-10	7.80	A
USGS	11460400	2000-09-11	7.70	A
USGS	11460400	2000-09-12	7.70	A
USGS	11460400	2000-09-13	7.80	A:e
USGS	11460400	2000-09-14	7.70	A:e
USGS	11460400	2000-09-15	7.80	A:e
USGS	11460400	2000-09-16	7.80	A:e
USGS	11460400	2000-09-17	7.70	A:e
USGS	11460400	2000-09-18	7.50	A:e
USGS	11460400	2000-09-19	7.50	A:e
USGS	11460400	2000-09-20	7.40	A:e
USGS	11460400	2000-09-21	7.70	A:e
USGS	11460400	2000-09-22	8.00	A:e
USGS	11460400	2000-09-23	7.70	A:e
USGS	11460400	2000-09-24	7.60	A:e
USGS	11460400	2000-09-25	7.70	A:e
USGS	11460400	2000-09-26	7.70	A:e
USGS	11460400	2000-09-27	7.80	A:e
USGS	11460400	2000-09-28	7.90	A:e
USGS	11460400	2000-09-29	7.80	A:e
USGS	11460400	2000-09-30	7.70	A:e
USGS	11460400	2000-10-01	6.90	A:e
USGS	11460400	2000-10-02	6.90	A:e
USGS	11460400	2000-10-03	7.00	A:e
USGS	11460400	2000-10-04	6.90	A:e
USGS	11460400	2000-10-05	7.00	A:e
USGS	11460400	2000-10-06	7.00	A:e
USGS	11460400	2000-10-07	7.00	A:e
USGS	11460400	2000-10-08	7.10	A:e
USGS	11460400	2000-10-09	7.40	A:e
USGS	11460400	2000-10-10	8.20	A:e
USGS	11460400	2000-10-11	7.30	A:e
USGS	11460400	2000-10-12	6.70	A:e
USGS	11460400	2000-10-13	6.60	A:e
USGS	11460400	2000-10-14	8.00	A:e
USGS	11460400	2000-10-15	7.90	A:e
USGS	11460400	2000-10-16	8.00	A:e
USGS	11460400	2000-10-17	8.00	A:e
USGS	11460400	2000-10-18	8.00	A:e
USGS	11460400	2000-10-19	8.00	A:e
USGS	11460400	2000-10-20	8.00	A:e
USGS	11460400	2000-10-21	8.10	A:e
USGS	11460400	2000-10-22	8.10	A:e
USGS	11460400	2000-10-23	8.20	A:e
USGS	11460400	2000-10-24	8.40	A:e
USGS	11460400	2000-10-25	10.0	A:e
USGS	11460400	2000-10-26	14.0	A:e
USGS	11460400	2000-10-27	9.10	A
USGS	11460400	2000-10-28	19.0	A
USGS	11460400	2000-10-29	24.0	A:e
USGS	11460400	2000-10-30	11.0	A
USGS	11460400	2000-10-31	9.20	A
USGS	11460400	2000-11-01	9.70	A
USGS	11460400	2000-11-02	9.60	A
USGS	11460400	2000-11-03	9.70	A
USGS	11460400	2000-11-04	10.0	A
USGS	11460400	2000-11-05	9.90	A
USGS	11460400	2000-11-06	10.0	A
USGS	11460400	2000-11-07	10.0	A
USGS	11460400	2000-11-08	9.90	A
USGS	11460400	2000-11-09	10.0	A
USGS	11460400	2000-11-10	10.0	A
USGS	11460400	2000-11-11	10.0	A
USGS	11460400	2000-11-12	10.0	A
USGS	11460400	2000-11-13	11.0	A
USGS	11460400	2000-11-14	10.0	A
USGS	11460400	2000-11-15	10.0	A
USGS	11460400	2000-11-16	10.0	A
USGS	11460400	2000-11-17	10.0	A
USGS	11460400	2000-11-18	10.0	A
USGS	11460400	2000-11-19	10.0	A
USGS	11460400	2000-11-20	10.0	A
USGS	11460400	2000-11-21	11.0	A
USGS	11460400	2000-11-22	11.0	A
USGS	11460400	2000-11-23	11.0	A
USGS	11460400	2000-11-24	11.0	A
USGS	11460400	2000-11-25	11.0	A
USGS	11460400	2000-11-26	11.0	A
USGS	11460400	2000-11-27	24.0	A
USGS	11460400	2000-11-28	39.0	A
USGS	11460400	2000-11-29	44.0	A
USGS	11460400	2000-11-30	41.0	A
USGS	11460400	2000-12-01	40.0	A
USGS	11460400	2000-12-02	40.0	A
USGS	11460400	2000-12-03	34.0	A
USGS	11460400	2000-12-04	24.0	A
USGS	11460400	2000-12-05	24.0	A
USGS	11460400	2000-12-06	24.0	A
USGS	11460400	2000-12-07	24.0	A
USGS	11460400	2000-12-08	24.0	A
USGS	11460400	2000-12-09	23.0	A
USGS	11460400	2000-12-10	23.0	A
USGS	11460400	2000-12-11	23.0	A
USGS	11460400	2000-12-12	23.0	A
USGS	11460400	2000-12-13	24.0	A
USGS	11460400	2000-12-14	27.0	A
USGS	11460400	2000-12-15	29.0	A
USGS	11460400	2000-12-16	26.0	A
USGS	11460400	2000-12-17	25.0	A
USGS	11460400	2000-12-18	25.0	A
USGS	11460400	2000-12-19	24.0	A
USGS	11460400	2000-12-20	24.0	A
USGS	11460400	2000-12-21	24.0	A
USGS	11460400	2000-12-22	24.0	A
USGS	11460400	2000-12-23	24.0	A
USGS	11460400	2000-12-24	24.0	A
USGS	11460400	2000-12-25	24.0	A
USGS	11460400	2000-12-26	24.0	A
USGS	11460400	2000-12-27	24.0	A
USGS	11460400	2000-12-28	24.0	A
USGS	11460400	2000-12-29	23.0	A
USGS	11460400	2000-12-30	23.0	A
USGS	11460400	2000-12-31	23.0	A
USGS	11460400	2001-01-01	23.0	A
USGS	11460400	2001-01-02	31.0	A
USGS	11460400	2001-01-03	37.0	A
USGS	11460400	2001-01-04	37.0	A
USGS	11460400	2001-01-05	31.0	A
USGS	11460400	2001-01-06	26.0	A
USGS	11460400	2001-01-07	26.0	A
USGS	11460400	2001-01-08	31.0	A
USGS	11460400	2001-01-09	28.0	A
USGS	11460400	2001-01-10	62.0	A
USGS	11460400	2001-01-11	111	A
USGS	11460400	2001-01-12	69.0	A
USGS	11460400	2001-01-13	40.0	A
USGS	11460400	2001-01-14	34.0	A
USGS	11460400	2001-01-15	31.0	A
USGS	11460400	2001-01-16	29.0	A
USGS	11460400	2001-01-17	28.0	A
USGS	11460400	2001-01-18	27.0	A
USGS	11460400	2001-01-19	27.0	A
USGS	11460400	2001-01-20	26.0	A
USGS	11460400	2001-01-21	26.0	A
USGS	11460400	2001-01-22	25.0	A
USGS	11460400	2001-01-23	62.0	A
USGS	11460400	2001-01-24	63.0	A
USGS	11460400	2001-01-25	123	A
USGS	11460400	2001-01-26	181	A
USGS	11460400	2001-01-27	84.0	A
USGS	11460400	2001-01-28	41.0	A
USGS	11460400	2001-01-29	28.0	A
USGS	11460400	2001-01-30	25.0	A
USGS	11460400	2001-01-31	26.0	A
USGS	11460400	2001-02-01	26.0	A
USGS	11460400	2001-02-02	27.0	A
USGS	11460400	2001-02-03	28.0	A
USGS	11460400	2001-02-04	27.0	A
USGS	11460400	2001-02-05	26.0	A
USGS	11460400	2001-02-06	26.0	A
USGS	11460400	2001-02-07	26.0	A
USGS	11460400	2001-02-08	26.0	A
USGS	11460400	2001-02-09	39.0	A
USGS	11460400	2001-02-10	44.0	A
USGS	11460400	2001-02-11	114	A
USGS	11460400	2001-02-12	114	A
USGS	11460400	2001-02-13	65.0	A
USGS	11460400	2001-02-14	38.0	A
USGS	11460400	2001-02-15	27.0	A
USGS	11460400	2001-02-16	25.0	A
USGS	11460400	2001-02-17	63.0	A
USGS	11460400	2001-02-18	73.0	A
USGS	11460400	2001-02-19	131	A
USGS	11460400	2001-02-20	127	A
USGS	11460400	2001-02-21	244	A
USGS	11460400	2001-02-22	142	A
USGS	11460400	2001-02-23	118	A
USGS	11460400	2001-02-24	152	A
USGS	11460400	2001-02-25	141	A
USGS	11460400	2001-02-26	89.0	A
USGS	11460400	2001-02-27	56.0	A
USGS	11460400	2001-02-28	39.0	A
USGS	11460400	2001-03-01	30.0	A
USGS	11460400	2001-03-02	28.0	A
USGS	11460400	2001-03-03	26.0	A
USGS	11460400	2001-03-04	101	A
USGS	11460400	2001-03-05	93.0	A
USGS	11460400	2001-03-06	58.0	A
USGS	11460400	2001-03-07	42.0	A
USGS	11460400	2001-03-08	33.0	A
USGS	11460400	2001-03-09	28.0	A
USGS	11460400	2001-03-10	26.0	A
USGS	11460400	2001-03-11	25.0	A
USGS	11460400	2001-03-12	26.0	A
USGS	11460400	2001-03-13	25.0	A
USGS	11460400	2001-03-14	23.0	A
USGS	11460400	2001-03-15	22.0	A
USGS	11460400	2001-03-16	22.0	A
USGS	11460400	2001-03-17	22.0	A
USGS	11460400	2001-03-18	21.0	A
USGS	11460400	2001-03-19	21.0	A
USGS	11460400	2001-03-20	20.0	A
USGS	11460400	2001-03-21	21.0	A
USGS	11460400	2001-03-22	20.0	A
USGS	11460400	2001-03-23	21.0	A
USGS	11460400	2001-03-24	23.0	A
USGS	11460400	2001-03-25	24.0	A
USGS	11460400	2001-03-26	22.0	A
USGS	11460400	2001-03-27	21.0	A
USGS	11460400	2001-03-28	21.0	A
USGS	11460400	2001-03-29	21.0	A
USGS	11460400	2001-03-30	20.0	A
USGS	11460400	2001-03-31	20.0	A
USGS	11460400	2001-04-01	20.0	A
USGS	11460400	2001-04-02	18.0	A
USGS	11460400	2001-04-03	17.0	A
USGS	11460400	2001-04-04	17.0	A
USGS	11460400	2001-04-05	17.0	A
USGS	11460400	2001-04-06	18.0	A
USGS	11460400	2001-04-07	18.0	A
USGS	11460400	2001-04-08	17.0	A
USGS	11460400	2001-04-09	17.0	A
USGS	11460400	2001-04-10	16.0	A
USGS	11460400	2001-04-11	16.0	A
USGS	11460400	2001-04-12	16.0	A
USGS	11460400	2001-04-13	17.0	A
USGS	11460400	2001-04-14	17.0	A
USGS	11460400	2001-04-15	17.0	A
USGS	11460400	2001-04-16	17.0	A
USGS	11460400	2001-04-17	17.0	A
USGS	11460400	2001-04-18	17.0	A
USGS	11460400	2001-04-19	17.0	A
USGS	11460400	2001-04-20	18.0	A
USGS	11460400	2001-04-21	18.0	A
USGS	11460400	2001-04-22	17.0	A
USGS	11460400	2001-04-23	17.0	A
USGS	11460400	2001-04-24	17.0	A
USGS	11460400	2001-04-25	17.0	A
USGS	11460400	2001-04-26	17.0	A
USGS	11460400	2001-04-27	17.0	A
USGS	11460400	2001-04-28	17.0	A
USGS	11460400	2001-04-29	16.0	A
USGS	11460400	2001-04-30	16.0	A
USGS	11460400	2001-05-01	16.0	A
USGS	11460400	2001-05-02	15.0	A
USGS	11460400	2001-05-03	14.0	A
USGS	11460400	2001-05-04	14.0	A
USGS	11460400	2001-05-05	13.0	A
USGS	11460400	2001-05-06	13.0	A
USGS	11460400	2001-05-07	13.0	A
USGS	11460400	2001-05-08	13.0	A
USGS	11460400	2001-05-09	13.0	A
USGS	11460400	2001-05-10	13.0	A
USGS	11460400	2001-05-11	13.0	A
USGS	11460400	2001-05-12	14.0	A
USGS	11460400	2001-05-13	14.0	A
USGS	11460400	2001-05-14	14.0	A
USGS	11460400	2001-05-15	14.0	A
USGS	11460400	2001-05-16	14.0	A
USGS	11460400	2001-05-17	14.0	A
USGS	11460400	2001-05-18	14.0	A
USGS	11460400	2001-05-19	14.0	A
USGS	11460400	2001-05-20	14.0	A
USGS	11460400	2001-05-21	13.0	A
USGS	11460400	2001-05-22	13.0	A
USGS	11460400	2001-05-23	13.0	A
USGS	11460400	2001-05-24	13.0	A
USGS	11460400	2001-05-25	13.0	A
USGS	11460400	2001-05-26	13.0	A
USGS	11460400	2001-05-27	13.0	A
USGS	11460400	2001-05-28	12.0	A
USGS	11460400	2001-05-29	12.0	A
USGS	11460400	2001-05-30	12.0	A
USGS	11460400	2001-05-31	12.0	A:e
USGS	11460400	2001-06-01	12.0	A:e
USGS	11460400	2001-06-02	12.0	A:e
USGS	11460400	2001-06-03	12.0	A:e
USGS	11460400	2001-06-04	12.0	A:e
USGS	11460400	2001-06-05	12.0	A:e
USGS	11460400	2001-06-06	12.0	A:e
USGS	11460400	2001-06-07	12.0	A:e
USGS	11460400	2001-06-08	12.0	A:e
USGS	11460400	2001-06-09	12.0	A:e
USGS	11460400	2001-06-10	12.0	A:e
USGS	11460400	2001-06-11	12.0	A:e
USGS	11460400	2001-06-12	12.0	A:e
USGS	11460400	2001-06-13	11.0	A:e
USGS	11460400	2001-06-14	11.0	A:e
USGS	11460400	2001-06-15	11.0	A:e
USGS	11460400	2001-06-16	10.0	A:e
USGS	11460400	2001-06-17	9.00	A:e
USGS	11460400	2001-06-18	8.50	A:e
USGS	11460400	2001-06-19	8.00	A:e
USGS	11460400	2001-06-20	7.90	A:e
USGS	11460400	2001-06-21	7.70	A:e
USGS	11460400	2001-06-22	6.50	A:e
USGS	11460400	2001-06-23	6.30	A:e
USGS	11460400	2001-06-24	6.30	A:e
USGS	11460400	2001-06-25	6.40	A:e
USGS	11460400	2001-06-26	6.60	A:e
USGS	11460400	2001-06-27	7.00	A:e
USGS	11460400	2001-06-28	8.00	A:e
USGS	11460400	2001-06-29	7.00	A:e
USGS	11460400	2001-06-30	6.50	A:e
USGS	11460400	2001-07-01	6.50	A:e
USGS	11460400	2001-07-02	6.40	A:e
USGS	11460400	2001-07-03	6.40	A:e
USGS	11460400	2001-07-04	6.30	A:e
USGS	11460400	2001-07-05	6.40	A:e
USGS	11460400	2001-07-06	6.40	A:e
USGS	11460400	2001-07-07	6.40	A:e
USGS	11460400	2001-07-08	6.30	A:e
USGS	11460400	2001-07-09	6.50	A:e
USGS	11460400	2001-07-10	6.70	A:e
USGS	11460400	2001-07-11	6.90	A:e
USGS	11460400	2001-07-12	7.00	A:e
USGS	11460400	2001-07-13	7.00	A:e
USGS	11460400	2001-07-14	6.80	A:e
USGS	11460400	2001-07-15	7.00	A:e
USGS	11460400	2001-07-16	7.20	A:e
USGS	11460400	2001-07-17	7.20	A:e
USGS	11460400	2001-07-18	7.50	A:e
USGS	11460400	2001-07-19	8.00	A:e
USGS	11460400	2001-07-20	8.50	A
USGS	11460400	2001-07-21	8.70	A
USGS	11460400	2001-07-22	8.60	A
USGS	11460400	2001-07-23	8.50	A
USGS	11460400	2001-07-24	8.50	A
USGS	11460400	2001-07-25	8.70	A
USGS	11460400	2001-07-26	8.70	A
USGS	11460400	2001-07-27	8.60	A
USGS	11460400	2001-07-28	8.40	A
USGS	11460400	2001-07-29	8.50	A
USGS	11460400	2001-07-30	8.50	A
USGS	11460400	2001-07-31	8.60	A
USGS	11460400	2001-08-01	8.60	A
USGS	11460400	2001-08-02	8.40	A
USGS	11460400	2001-08-03	8.50	A
USGS	11460400	2001-08-04	8.40	A
USGS	11460400	2001-08-05	8.50	A
USGS	11460400	2001-08-06	8.40	A
USGS	11460400	2001-08-07	8.40	A
USGS	11460400	2001-08-08	8.40	A
USGS	11460400	2001-08-09	8.50	A
USGS	11460400	2001-08-10	8.50	A
USGS	11460400	2001-08-11	8.50	A
USGS	11460400	2001-08-12	8.60	A
USGS	11460400	2001-08-13	8.60	A
USGS	11460400	2001-08-14	8.60	A
USGS	11460400	2001-08-15	8.60	A
USGS	11460400	2001-08-16	8.60	A
USGS	11460400	2001-08-17	8.50	A
USGS	11460400	2001-08-18	8.40	A
USGS	11460400	2001-08-19	8.50	A
USGS	11460400	2001-08-20	8.50	A
USGS	11460400	2001-08-21	8.50	A
USGS	11460400	2001-08-22	8.50	A
